path	resolution	group	reason
DEVELOPMENT_R_L14_TARGETED_SCOUT_V001/MASS_REDUCTION_AUDIT.json	defer	-	early feasibility output embeds workstation paths and is superseded by the selected V003 capacity implementation
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/AWS_SETUP_CHECKLIST.md	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/EXACT_KERNEL_AUDIT.json	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/EXACT_KERNEL_AUDIT_R2.json	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/EXACT_KERNEL_PORT_SPEC.md	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/KERNEL_BINDINGS.json	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/KERNEL_BINDINGS_RELEASE_V002.json	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/L14_V002_SOURCE_BUNDLE_MANIFEST_R2.json	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/L14_V002_SOURCE_BUNDLE_MANIFEST_R3.json	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/L4_L12_EXACT_REGRESSION_LINUX_X86_64.json	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/PACKAGE_SMOKE_LINUX_X86_64_R2.json	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/PREP_HANDOFF.json	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/PREP_HANDOFF_R2.json	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/PREP_SHA256SUMS	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/PREP_TEST_REPORT.json	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/PREP_TEST_REPORT_R2.json	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/README.md	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/SOURCE_LINEAGE.json	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/aws/aws_branch_once.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/aws/bootstrap.sh	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/aws/cloudformation.yaml	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/aws/launch_phase1.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/aws/performance_preflight.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/aws/run_branch_once.sh	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/aws/run_performance_preflight.sh	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/aws/runtime_guard.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/aws/stage_assets.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/aws/stage_control.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/aws/start_phase3.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/aws/verify_bundle.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/bind_exact_release.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/branch_runner.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/capacity_plan.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/durable_evidence.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/independent_launcher.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/kernels/cache_builder.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/kernels/checkpointed_history.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/kernels/exact_common.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/kernels/geometry.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/kernels/hostile_exact_kernel.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/kernels/target_exact_kernel.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/merge_branches.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/package_source.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/readiness.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/regression_exact.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/resumable_runtime.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/runtime/requirements.lock	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/scout_coordinator.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/tests/fixture_kernel.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/tests/fixture_process.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/tests/test_authentication.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/tests/test_capacity_plan.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/tests/test_gateway.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/tests/test_independence.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/tests/test_infrastructure_static.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/tests/test_launch_gates.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/tests/test_packaging.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/tests/test_persistence.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/tests/test_readiness.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/tests/test_regression_exact.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/tests/test_resume.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V002/tests/test_runtime_guard.py	exclude	-	superseded L14 V002 implementation or duplicate byte; the selected V003 successor retains the current reproducible source
DEVELOPMENT_R_L14_TARGETED_SCOUT_V003/EXACT_KERNEL_AUDIT_R2.json	selected_approved	05_l14_reproducible_implementation	content scan found no secret or live AWS identifier; retain as exact L14 source, audit, or authenticated lineage
DEVELOPMENT_R_L14_TARGETED_SCOUT_V003/EXACT_KERNEL_AUDIT_V003.json	selected_approved	05_l14_reproducible_implementation	content scan found no secret or live AWS identifier; retain as exact L14 source, audit, or authenticated lineage
DEVELOPMENT_R_L14_TARGETED_SCOUT_V003/EXACT_KERNEL_AUDIT_V003R6.json	defer	-	embeds a live AWS account, profile, network, or instance binding; public admission requires a sanitized replacement
DEVELOPMENT_R_L14_TARGETED_SCOUT_V003/KERNEL_BINDINGS.json	selected_approved	05_l14_reproducible_implementation	content scan found no secret or live AWS identifier; retain as exact L14 source, audit, or authenticated lineage
DEVELOPMENT_R_L14_TARGETED_SCOUT_V003/KERNEL_BINDINGS_RELEASE_V003.json	exclude	-	superseded binding revision; selected V003R3 and V003R6 bindings retain the reproducible and terminal lineages
DEVELOPMENT_R_L14_TARGETED_SCOUT_V003/KERNEL_BINDINGS_RELEASE_V003R1.json	exclude	-	superseded binding revision; selected V003R3 and V003R6 bindings retain the reproducible and terminal lineages
DEVELOPMENT_R_L14_TARGETED_SCOUT_V003/KERNEL_BINDINGS_RELEASE_V003R2.json	exclude	-	superseded binding revision; selected V003R3 and V003R6 bindings retain the reproducible and terminal lineages
DEVELOPMENT_R_L14_TARGETED_SCOUT_V003/KERNEL_BINDINGS_RELEASE_V003R3.json	selected_approved	05_l14_reproducible_implementation	content scan found no secret or live AWS identifier; retain as exact L14 source, audit, or authenticated lineage
DEVELOPMENT_R_L14_TARGETED_SCOUT_V003/KERNEL_BINDINGS_RELEASE_V003R6.json	selected_approved	05_l14_reproducible_implementation	content scan found no secret or live AWS identifier; retain as exact L14 source, audit, or authenticated lineage
DEVELOPMENT_R_L14_TARGETED_SCOUT_V003/L14_SOURCE_BUNDLE_MANIFEST_V003.json	defer	-	generated bundle manifest embeds a workstation path and points to an excluded archive; defer pending portable regeneration
DEVELOPMENT_R_L14_TARGETED_SCOUT_V003/L14_SOURCE_BUNDLE_MANIFEST_V003R1.json	defer	-	generated bundle manifest embeds a workstation path and points to an excluded archive; defer pending portable regeneration
DEVELOPMENT_R_L14_TARGETED_SCOUT_V003/L14_SOURCE_BUNDLE_MANIFEST_V003R2.json	defer	-	generated bundle manifest embeds a workstation path and points to an excluded archive; defer pending portable regeneration
DEVELOPMENT_R_L14_TARGETED_SCOUT_V003/L14_SOURCE_BUNDLE_MANIFEST_V003R4.json	defer	-	generated bundle manifest embeds a workstation path and points to an excluded archive; defer pending portable regeneration
DEVELOPMENT_R_L14_TARGETED_SCOUT_V003/L14_SOURCE_BUNDLE_MANIFEST_V003R5.json	defer	-	generated bundle manifest embeds a workstation path and points to an excluded archive; defer pending portable regeneration
DEVELOPMENT_R_L14_TARGETED_SCOUT_V003/L14_SOURCE_BUNDLE_MANIFEST_V003R6.json	defer	-	generated bundle manifest embeds a workstation path and points to an excluded archive; defer pending portable regeneration
DEVELOPMENT_R_L14_TARGETED_SCOUT_V003/L4_L12_EXACT_REGRESSION_LINUX_X86_64.json	selected_approved	05_l14_reproducible_implementation	content scan found no secret or live AWS identifier; retain as exact L14 source, audit, or authenticated lineage
DEVELOPMENT_R_L14_TARGETED_SCOUT_V003/L4_L12_EXACT_REGRESSION_LINUX_X86_64_V003R6.json	selected_approved	05_l14_reproducible_implementation	content scan found no secret or live AWS identifier; retain as exact L14 source, audit, or authenticated lineage
DEVELOPMENT_R_L14_TARGETED_SCOUT_V003/SOURCE_LINEAGE.json	selected_approved	05_l14_reproducible_implementation	content scan found no secret or live AWS identifier; retain as exact L14 source, audit, or authenticated lineage
DEVELOPMENT_R_L14_TARGETED_SCOUT_V003/aws/aws_branch_once.py	selected_approved	05_l14_reproducible_implementation	content scan found no secret or live AWS identifier; retain as exact L14 source, audit, or authenticated lineage
DEVELOPMENT_R_L14_TARGETED_SCOUT_V003/aws/bootstrap.sh	selected_approved	05_l14_reproducible_implementation	content scan found no secret or live AWS identifier; retain as exact L14 source, audit, or authenticated lineage
DEVELOPMENT_R_L14_TARGETED_SCOUT_V003/aws/cloudformation.yaml	selected_approved	05_l14_reproducible_implementation	content scan found no secret or live AWS identifier; retain as exact L14 source, audit, or authenticated lineage
DEVELOPMENT_R_L14_TARGETED_SCOUT_V003/aws/launch_phase1.py	selected_approved	05_l14_reproducible_implementation	content scan found no secret or live AWS identifier; retain as exact L14 source, audit, or authenticated lineage
DEVELOPMENT_R_L14_TARGETED_SCOUT_V003/aws/performance_preflight.py	selected_approved	05_l14_reproducible_implementation	content scan found no secret or live AWS identifier; retain as exact L14 source, audit, or authenticated lineage
DEVELOPMENT_R_L14_TARGETED_SCOUT_V003/aws/run_branch_once.sh	selected_approved	05_l14_reproducible_implementation	content scan found no secret or live AWS identifier; retain as exact L14 source, audit, or authenticated lineage
DEVELOPMENT_R_L14_TARGETED_SCOUT_V003/aws/run_performance_preflight.sh	selected_approved	05_l14_reproducible_implementation	content scan found no secret or live AWS identifier; retain as exact L14 source, audit, or authenticated lineage
DEVELOPMENT_R_L14_TARGETED_SCOUT_V003/aws/runtime_guard.py	selected_approved	05_l14_reproducible_implementation	content scan found no secret or live AWS identifier; retain as exact L14 source, audit, or authenticated lineage
DEVELOPMENT_R_L14_TARGETED_SCOUT_V003/aws/stage_assets.py	defer	-	embeds a live AWS account, profile, network, or instance binding; public admission requires a sanitized replacement
DEVELOPMENT_R_L14_TARGETED_SCOUT_V003/aws/stage_control.py	defer	-	embeds a live AWS account, profile, network, or instance binding; public admission requires a sanitized replacement
DEVELOPMENT_R_L14_TARGETED_SCOUT_V003/aws/start_phase3.py	selected_approved	05_l14_reproducible_implementation	content scan found no secret or live AWS identifier; retain as exact L14 source, audit, or authenticated lineage
DEVELOPMENT_R_L14_TARGETED_SCOUT_V003/aws/verify_bundle.py	selected_approved	05_l14_reproducible_implementation	content scan found no secret or live AWS identifier; retain as exact L14 source, audit, or authenticated lineage
DEVELOPMENT_R_L14_TARGETED_SCOUT_V003/readiness.py	defer	-	embeds a live AWS account, profile, network, or instance binding; public admission requires a sanitized replacement
DEVELOPMENT_R_L14_TARGETED_SCOUT_V003/tests/test_infrastructure_static.py	defer	-	embeds a live AWS account, profile, network, or instance binding; public admission requires a sanitized replacement
RECORD_FIRST_PROOF_EXECUTION_SCHEDULE_BASELINE_V001.md	include	02_l12_execution_control_foundation	retain the explicitly superseded schedule as bounded L12 execution provenance linked by the current reconciliation
RECORD_FIRST_PROOF_EXECUTION_SCHEDULE_BASELINE_V001.sha256	include	02_l12_execution_control_foundation	retain the explicitly superseded schedule as bounded L12 execution provenance linked by the current reconciliation
RECORD_FIRST_PROOF_EXECUTION_SCHEDULE_STATUS_V001.md	include	02_l12_execution_control_foundation	retain the explicitly superseded schedule as bounded L12 execution provenance linked by the current reconciliation
STAGE1_ACCOUNT_HANDOFF_PROTOCOL_V001.md	defer	-	preregistered handoff was never executed and embeds a workstation path; defer until a portable successor is actually needed
stage1_handoff_verifier.py	exclude	-	paired with a deferred unexecuted account-handoff protocol and not required by the current proof or reproduction packet
test_stage1_handoff_verifier.py	exclude	-	paired with a deferred unexecuted account-handoff protocol and not required by the current proof or reproduction packet
UNIVERSAL_NETWORK_THEORY_CLOSURE_THEOREM_V001.md	selected_approved	06_urm_and_proof_reconciliation	governing exact UNT closure theorem required by the reconciled proof surface
UNIVERSAL_NETWORK_THEORY_CLOSURE_THEOREM_V001.md.sha256	selected_approved	06_urm_and_proof_reconciliation	checksum companion authenticating the governing UNT closure theorem
model/universal_network_theory.py	selected_approved	06_urm_and_proof_reconciliation	executable typed composition of the completed RFT and GFT theorem chain
model/validate_universal_network_theory.py	selected_approved	06_urm_and_proof_reconciliation	deterministic validator for the UNT closure theorem and dependency identities
publication/zenodo_reproduction_v001/UNIVERSAL_NETWORK_THEORY_CLOSURE_THEOREM_V001.docx	selected_approved	07_zenodo_scaffold	publication-ready Word edition of the governing UNT closure theorem
L12_PRODUCTION_DAG_HISTORICAL_REPLAY_NOTE_2026-09-19.md	selected_approved	02_l12_execution_control_foundation	authenticates the sealed historical packet while recording the successor wall-time-policy replay boundary without assigning it current proof weight
